id,bbox_n_yolo
e7dd36b9-f2e4-40f5-8acd-7544afc8c0b9,"[[0.38125, 0.48125, 0.31875, 0.815625], [0.782813, 0.447656, 0.371875, 0.814063]]"
e7deadde-c104-446c-a75f-f200c31eee66,"[[0.339062, 0.429688, 0.253125, 0.41875], [0.646875, 0.446875, 0.26875, 0.440625]]"
e7f17ecb-3848-4edf-a51d-9d9fe1d4e8eb,"[[0.275, 0.446875, 0.384375, 0.628125], [0.736719, 0.4375, 0.376563, 0.596875]]"
e7fb60b5-0a61-4951-996f-c1585c2b3aee,"[[0.280469, 0.446094, 0.339062, 0.507812], [0.696875, 0.489844, 0.3, 0.539062]]"
e7fbf482-7849-4311-8fe7-60652f38d387,"[[0.284375, 0.451562, 0.375, 0.55625], [0.714844, 0.449219, 0.376563, 0.589063]]"
e7fcddc3-d649-4457-bd7e-b3a3054e2a16,"[[0.284375, 0.440625, 0.3875, 0.859375], [0.742969, 0.457031, 0.373437, 0.904687]]"
e800189f-204a-42c6-9511-dd22db81665b,"[[0.263281, 0.399219, 0.364063, 0.770312], [0.703125, 0.405469, 0.34375, 0.792188]]"
e80a7eb1-664c-45de-91cd-8689e2590930,"[[0.263281, 0.399219, 0.345313, 0.610938], [0.694531, 0.405469, 0.357812, 0.614062]]"
e80c61ff-3f37-4838-8969-6e850a7f8cfb,"[[0.322656, 0.494531, 0.401562, 0.670312], [0.766406, 0.502344, 0.373437, 0.676562]]"
e80ff5c3-17fa-4366-ab3a-a248876e1513,"[[0.257031, 0.525, 0.398438, 0.76875], [0.709375, 0.559375, 0.353125, 0.828125]]"
e811705a-0486-406a-aa0b-3c5ea99e2b1b,"[[0.278906, 0.510938, 0.354687, 0.665625], [0.690625, 0.507031, 0.38125, 0.645312]]"
e816e0d2-f658-458e-9609-a745d8279bde,"[[0.294531, 0.441406, 0.410938, 0.760938], [0.725781, 0.420312, 0.360938, 0.74375]]"
e8214150-a9bb-47f3-99ab-76724ce4af2b,"[[0.285156, 0.405469, 0.360938, 0.604688], [0.705469, 0.403125, 0.348438, 0.596875]]"
e828487e-3ab8-45b2-9b4f-3237273979bf,"[[0.295312, 0.517969, 0.265625, 0.610938], [0.652344, 0.505469, 0.357812, 0.651563]]"
e8293694-de0e-46bf-b062-a32647c42c6b,"[[0.324219, 0.389062, 0.323437, 0.575], [0.692187, 0.400781, 0.328125, 0.595313]]"
e83277b2-4bff-4a74-a53b-87b09601b7c5,"[[0.273438, 0.354687, 0.4, 0.634375], [0.7125, 0.348438, 0.3375, 0.64375]]"
e83b9d1d-e6b8-4a11-be97-2cd5df61defc,"[[0.33125, 0.546094, 0.33125, 0.770312], [0.707031, 0.535156, 0.317188, 0.779687]]"
e8415258-b485-47a3-a22b-758025e0793e,"[[0.267188, 0.45625, 0.415625, 0.6875], [0.703906, 0.482812, 0.351562, 0.73125]]"
e8485b0f-293d-4ca8-8b71-92db61c8ee3e,"[[0.264062, 0.51875, 0.384375, 0.696875], [0.675781, 0.486719, 0.332813, 0.704688]]"
e84ee874-b441-479c-ae54-c8e21845cb2c,"[[0.326562, 0.501563, 0.284375, 0.5], [0.670312, 0.488281, 0.259375, 0.498437]]"
e8561858-d226-494a-94dc-1efb11d00a98,"[[0.257812, 0.395313, 0.378125, 0.68125], [0.688281, 0.391406, 0.373437, 0.692187]]"
e862c6c9-71fd-45cf-b589-7714124d7462,"[[0.285156, 0.509375, 0.301563, 0.809375], [0.708594, 0.48125, 0.392188, 0.79375]]"
e8659b01-8820-4db5-8c93-fc377f231ae3,"[[0.152344, 0.469531, 0.260937, 0.398438], [0.566406, 0.478125, 0.270313, 0.378125]]"
e8672361-b2df-4859-9b29-21dc02907d00,"[[0.289844, 0.508594, 0.392188, 0.660937], [0.766406, 0.505469, 0.392188, 0.660937]]"
e87969b7-a21f-42d4-9a22-dc519898d2a3,"[[0.366406, 0.425781, 0.345313, 0.660937], [0.751563, 0.447656, 0.303125, 0.757812]]"
e881071b-456d-4b69-9bad-2bbfab31d807,"[[0.296875, 0.482031, 0.43125, 0.682813], [0.721875, 0.457813, 0.36875, 0.675]]"
e88711cb-e03b-4570-a531-8ac8a7f9c6f5,"[[0.282031, 0.471094, 0.385937, 0.735938], [0.709375, 0.447656, 0.38125, 0.707812]]"
e89fc6c2-4a0b-4d88-b1b9-f60a7f17fba9,"[[0.301563, 0.442188, 0.346875, 0.8], [0.724219, 0.439844, 0.342187, 0.764062]]"
e8a6ccf4-845e-4663-b561-008bdf13c7fd,"[[0.34375, 0.389062, 0.275, 0.540625], [0.694531, 0.364844, 0.292187, 0.532813]]"
e8aef678-c41d-4c2b-8de6-1ebab8c6aec3,"[[0.307812, 0.467187, 0.359375, 0.621875], [0.714844, 0.459375, 0.332813, 0.646875]]"
e8b37655-266d-4f25-9979-cdcbd63055f5,"[[0.259375, 0.463281, 0.3375, 0.689063], [0.667969, 0.482031, 0.357812, 0.757812]]"
e8b77cef-4d4e-409c-9674-6c6c3dae8729,"[[0.313281, 0.371875, 0.320312, 0.484375], [0.703125, 0.41875, 0.3375, 0.553125]]"
e8ba66b2-5146-4f31-8108-22811bf65832,"[[0.279687, 0.464062, 0.371875, 0.675], [0.711719, 0.464844, 0.348438, 0.673438]]"
e8bd60f4-46c4-4f84-aba8-a99deb4a99cc,"[[0.248438, 0.391406, 0.378125, 0.495312], [0.666406, 0.425, 0.335938, 0.571875]]"
e8c7538e-3d85-45e4-80e3-71ec5e26bb79,"[[0.339062, 0.453906, 0.35625, 0.639062], [0.741406, 0.457813, 0.342187, 0.65]]"
e8d3f1b0-6019-400f-b1fe-9f259d4c4fb8,"[[0.248438, 0.50625, 0.409375, 0.7], [0.646875, 0.549219, 0.275, 0.782813]]"
e8d54055-9b04-42a6-b04c-1ba8ae6bce82,"[[0.2625, 0.384375, 0.375, 0.6375], [0.685937, 0.378906, 0.353125, 0.607812]]"
e8d5ed15-7cb5-4872-9c44-8a92a965264b,"[[0.250781, 0.392188, 0.364063, 0.68125], [0.709375, 0.414844, 0.375, 0.732812]]"
e8e38713-4227-4c6f-89f4-8d5aff08e7fe,"[[0.302344, 0.439063, 0.264062, 0.68125], [0.641406, 0.453906, 0.282813, 0.704688]]"
e8e70916-040f-4562-bcc0-ce9f5df4d14d,"[[0.297656, 0.452344, 0.379688, 0.751563], [0.741406, 0.433594, 0.360938, 0.751563]]"
e8ea6c4e-4392-4b42-90f2-7358882eda3f,"[[0.280469, 0.54375, 0.373437, 0.684375], [0.698438, 0.552344, 0.321875, 0.667188]]"
e8ec602a-9238-4382-8a55-e010520bb3b0,"[[0.330469, 0.295312, 0.345313, 0.465625], [0.670312, 0.290625, 0.278125, 0.490625]]"
e8fe76e2-fef3-4d7b-8678-26fb32573f82,"[[0.242188, 0.414062, 0.409375, 0.628125], [0.704688, 0.377344, 0.390625, 0.570312]]"
e905c80c-8208-4e4d-8282-a73a573f39fd,"[[0.332031, 0.472656, 0.304688, 0.776563], [0.716406, 0.473438, 0.307812, 0.8125]]"
e905c9eb-f673-4c09-ab97-cffccdc1fe2b,"[[0.292969, 0.477344, 0.407813, 0.748437], [0.742969, 0.499219, 0.382812, 0.801562]]"
e906563b-e1a2-4596-98a9-7ee4e3a5c1f4,"[[0.299219, 0.339844, 0.435937, 0.554688], [0.736719, 0.339844, 0.348438, 0.576562]]"
e907438e-7530-4cae-8c4f-9534cf5dcfe7,"[[0.317188, 0.444531, 0.371875, 0.585938], [0.74375, 0.442188, 0.40625, 0.6]]"
e907682a-e610-4ea7-a460-c9bb7fffecce,"[[0.296875, 0.446875, 0.34375, 0.584375], [0.679688, 0.464844, 0.328125, 0.623437]]"
e908491b-c61d-4378-a502-cf416a30565c,"[[0.275781, 0.470313, 0.404687, 0.73125], [0.744531, 0.446094, 0.417187, 0.748437]]"
e910c042-111d-43b1-be8a-88e17f59c2c6,"[[0.349219, 0.472656, 0.279687, 0.732812], [0.690625, 0.471875, 0.26875, 0.740625]]"
e912a77a-18b3-4d94-8c70-9f15fc32b47b,"[[0.232031, 0.463281, 0.385937, 0.576562], [0.724219, 0.478125, 0.370312, 0.628125]]"
e9169397-56f6-4c4e-8014-b67cba6f799f,"[[0.307812, 0.4625, 0.315625, 0.821875], [0.707812, 0.467187, 0.409375, 0.80625]]"
e91e0b96-1d5b-4652-a940-478f029dd968,"[[0.297656, 0.477344, 0.357812, 0.760938], [0.710156, 0.463281, 0.376563, 0.760938]]"
e920a237-e258-4c52-a5f1-f0a3af054849,"[[0.238281, 0.464844, 0.395313, 0.785937], [0.727344, 0.45625, 0.407813, 0.784375]]"
e925f4f9-e253-4805-8662-583382f74280,"[[0.301563, 0.470313, 0.315625, 0.74375], [0.69375, 0.469531, 0.315625, 0.748437]]"
e9281998-60d8-4581-b1e8-58ae9d5a2bb8,"[[0.294531, 0.445312, 0.379688, 0.7625], [0.714844, 0.479687, 0.370312, 0.78125]]"
e92fea77-9c3c-4837-a3b8-b652b6780b4c,"[[0.31875, 0.483594, 0.325, 0.701562], [0.723437, 0.496094, 0.3875, 0.745313]]"
e93c06af-091f-4000-89bc-4f2e42d5bba1,"[[0.360938, 0.467969, 0.303125, 0.704688], [0.757031, 0.471094, 0.345313, 0.729688]]"
e93cb113-b755-4672-8294-7d5edeec2199,"[[0.270313, 0.324219, 0.35, 0.617188], [0.685937, 0.345313, 0.353125, 0.609375]]"
e93f2956-8f17-4822-a5d3-3efa7bfd0074,"[[0.299219, 0.396875, 0.289062, 0.56875], [0.678906, 0.400781, 0.335938, 0.585938]]"
e944dd4c-c9ba-4f6c-9b12-f67230f5cb84,"[[0.353906, 0.515625, 0.351562, 0.78125], [0.747656, 0.523438, 0.314063, 0.83125]]"
e94778df-a0c6-4d2c-93b0-7187fdeafe28,"[[0.352344, 0.40625, 0.348438, 0.56875], [0.728125, 0.453906, 0.290625, 0.673438]]"
e969df66-5f15-4a16-9dcb-6889c0ffddf1,"[[0.296094, 0.398438, 0.339062, 0.50625], [0.717969, 0.360938, 0.345313, 0.46875]]"
e96a0239-5630-4b54-8e34-d17a3bed5841,"[[0.307031, 0.414062, 0.317188, 0.578125], [0.698438, 0.379688, 0.278125, 0.5875]]"
e972b65e-3254-4bf3-b9b1-17865b78d8b0,"[[0.248438, 0.435937, 0.396875, 0.725], [0.705469, 0.473438, 0.370312, 0.7625]]"
e97dacf9-9180-49dc-ae6c-7da8e3920c68,"[[0.336719, 0.315625, 0.364063, 0.540625], [0.711719, 0.326562, 0.310937, 0.509375]]"
e9805e2c-6c78-4804-ace7-440c0a6200d1,"[[0.30625, 0.558594, 0.378125, 0.717187], [0.740625, 0.521094, 0.403125, 0.695312]]"
e9837763-07fd-428b-8cd1-2bcaf05f7162,"[[0.277344, 0.419531, 0.392188, 0.620313], [0.676562, 0.470313, 0.2875, 0.7]]"
e983d088-c55f-46d2-a52d-467df77a2fa5,"[[0.251563, 0.416406, 0.346875, 0.660937], [0.707812, 0.365625, 0.409375, 0.571875]]"
e98cc7dc-6a5c-4b3a-ab05-67351a18e3b2,"[[0.301563, 0.408594, 0.365625, 0.660937], [0.714063, 0.4625, 0.321875, 0.690625]]"
e991f321-a3b3-4260-9ba9-d1d7ab734d43,"[[0.253125, 0.432031, 0.390625, 0.654687], [0.698438, 0.405469, 0.3375, 0.657813]]"
e994229d-3219-4c72-bb20-322eb6183c0e,"[[0.330469, 0.342187, 0.370312, 0.503125], [0.729688, 0.370312, 0.346875, 0.553125]]"
e9a04fd7-07f5-4c49-92d7-3a5d721b210c,"[[0.2875, 0.5, 0.35625, 0.896875], [0.735156, 0.502344, 0.367188, 0.901563]]"
e9a4f360-0b85-4241-bd3c-4c7c67037a4c,"[[0.278125, 0.559375, 0.3875, 0.771875], [0.710938, 0.552344, 0.334375, 0.767188]]"
e9ae2d74-c795-4903-b423-ee28fd42598f,"[[0.249219, 0.4125, 0.429688, 0.671875], [0.755469, 0.414844, 0.417187, 0.664062]]"
e9b04c75-09ef-44f2-9bda-ed072c38ecf4,"[[0.336719, 0.446875, 0.264062, 0.428125], [0.685156, 0.432031, 0.282813, 0.407813]]"
e9b7cd5d-3d54-48d4-a784-8abae7369366,"[[0.2875, 0.536719, 0.275, 0.742188], [0.717969, 0.470313, 0.410938, 0.675]]"
e9c4ac98-e02b-4a4b-9089-31962949ea19,"[[0.307812, 0.363281, 0.259375, 0.504687], [0.663281, 0.375781, 0.289062, 0.554688]]"
e9c5bafe-67ff-47a6-8855-b2257ebddeec,"[[0.315625, 0.434375, 0.346875, 0.565625], [0.760156, 0.441406, 0.389062, 0.623437]]"
e9cc4af6-e7a7-48e3-9526-8686c2def114,"[[0.265625, 0.403906, 0.421875, 0.664062], [0.685156, 0.404687, 0.307812, 0.6375]]"
e9d29594-4928-40f8-9cf1-f0d51b6c71a2,"[[0.295312, 0.432812, 0.371875, 0.625], [0.730469, 0.428125, 0.357812, 0.590625]]"
e9d328dd-f59c-42e9-86ee-178350564776,"[[0.345313, 0.517188, 0.328125, 0.615625], [0.782813, 0.532813, 0.315625, 0.66875]]"
e9df7d4f-af67-4d21-8472-9be380ff0484,"[[0.348438, 0.446875, 0.3125, 0.621875], [0.7, 0.4625, 0.3125, 0.659375]]"
e9e3e16b-6dda-4429-a43a-ad8e062e64eb,"[[0.282031, 0.452344, 0.310937, 0.707812], [0.6625, 0.442188, 0.30625, 0.659375]]"
e9f38ad5-dea1-4568-9abc-056143ae572b,"[[0.323437, 0.541406, 0.375, 0.789062], [0.745313, 0.560937, 0.384375, 0.8]]"
ea0f76a2-08d3-4273-b9c3-1253483fa647,"[[0.303906, 0.436719, 0.345313, 0.610938], [0.721094, 0.45, 0.345313, 0.634375]]"
ea0fce90-a135-4c80-93ca-b0db1ed05068,"[[0.289844, 0.399219, 0.289062, 0.598437], [0.653125, 0.482031, 0.325, 0.723437]]"
ea16d87a-1406-46fe-af11-31c97cccc698,"[[0.296875, 0.471094, 0.3875, 0.742188], [0.736719, 0.432031, 0.395313, 0.698438]]"
ea1a2c78-9e85-41ae-a7b2-19e8b60a752d,"[[0.279687, 0.414844, 0.371875, 0.723437], [0.697656, 0.421094, 0.370312, 0.726562]]"
ea22a725-cd82-43de-8185-a35285f7555b,"[[0.263281, 0.489844, 0.370312, 0.789062], [0.671875, 0.524219, 0.31875, 0.829688]]"
ea230a52-b0d4-4aab-9bcb-73bf5fd46fb4,"[[0.340625, 0.440625, 0.390625, 0.615625], [0.740625, 0.425, 0.31875, 0.615625]]"
ea2f5da1-f25e-4f5b-9e3e-c2e49e93cbac,"[[0.286719, 0.538281, 0.351562, 0.795312], [0.7, 0.510156, 0.375, 0.773438]]"
ea32facd-af87-403b-a56b-2a0746ae04ae,"[[0.290625, 0.46875, 0.38125, 0.678125], [0.725, 0.470313, 0.3625, 0.69375]]"
ea3347c3-e4eb-4c00-927b-176ddd296f72,"[[0.271875, 0.49375, 0.365625, 0.840625], [0.691406, 0.520312, 0.317188, 0.875]]"
ea358350-8f2a-433d-b687-96b05ebf4c1d,"[[0.259375, 0.382031, 0.359375, 0.567187], [0.686719, 0.40625, 0.351562, 0.584375]]"
ea3b4c3b-22e5-420e-99af-daad9b460133,"[[0.3125, 0.489063, 0.4, 0.725], [0.775781, 0.507812, 0.351562, 0.8]]"
ea4b1c59-7c69-4c9f-b696-1082bd3cef94,"[[0.314844, 0.464844, 0.389062, 0.682813], [0.748437, 0.46875, 0.38125, 0.775]]"
ea55a4ab-2ad9-4106-86af-eb646a95cd35,"[[0.28125, 0.394531, 0.40625, 0.648438], [0.747656, 0.425, 0.385937, 0.68125]]"
ea6270ea-10ae-4e5a-b88e-54e6471eab05,"[[0.238281, 0.470313, 0.351562, 0.65625], [0.657031, 0.478125, 0.367188, 0.678125]]"
ea638979-a6d0-4f57-872e-8d97586d1eb5,"[[0.299219, 0.459375, 0.404687, 0.634375], [0.714063, 0.492969, 0.278125, 0.692187]]"
ea67ae91-48f8-4efb-acba-06791d595136,"[[0.307031, 0.483594, 0.345313, 0.864062], [0.685937, 0.485938, 0.309375, 0.896875]]"
ea69d57e-6d9e-406a-8d7c-544b54954dff,"[[0.320312, 0.510938, 0.378125, 0.73125], [0.757812, 0.529687, 0.371875, 0.753125]]"
ea6c9011-6973-44be-9788-6b62609f63cb,"[[0.309375, 0.444531, 0.4, 0.773438], [0.75, 0.458594, 0.39375, 0.779687]]"
ea7d6279-052d-4fb9-9703-804abd4b5859,"[[0.295312, 0.516406, 0.353125, 0.810937], [0.73125, 0.520312, 0.371875, 0.8125]]"
ea872d0d-d42c-4330-9c09-799bc3b0ab09,"[[0.296875, 0.352344, 0.3125, 0.585938], [0.746094, 0.408594, 0.307812, 0.695312]]"
ea934f35-5c3c-4d50-8bb7-d0ad15d48a37,"[[0.309375, 0.570312, 0.375, 0.8125], [0.761719, 0.539062, 0.382812, 0.875]]"
ea945578-341f-40ae-ab2e-43fad170e59f,"[[0.226562, 0.4625, 0.396875, 0.703125], [0.664062, 0.467187, 0.378125, 0.75]]"
ea94af95-b492-4123-9fd7-04ef7ec79608,"[[0.310937, 0.465625, 0.309375, 0.746875], [0.677344, 0.474219, 0.342187, 0.714063]]"
ea9d7193-35cb-4e5b-91d5-34a5509f7508,"[[0.267188, 0.40625, 0.353125, 0.528125], [0.675781, 0.4125, 0.367188, 0.53125]]"
eaa4d52e-bd70-4bd2-9487-c841fde17bea,"[[0.345313, 0.41875, 0.390625, 0.515625], [0.791406, 0.432031, 0.389062, 0.523438]]"
eaaca2f5-8aec-4553-a2e3-fa44014375ef,"[[0.31875, 0.503906, 0.40625, 0.689063], [0.742969, 0.483594, 0.367188, 0.751563]]"
eaae0864-798c-4b37-a40f-36d5a573e467,"[[0.278906, 0.435156, 0.439063, 0.557813], [0.760156, 0.448437, 0.398438, 0.60625]]"
eab08db9-4251-4d24-af38-29bf89e050c4,"[[0.289062, 0.43125, 0.359375, 0.721875], [0.679688, 0.415625, 0.315625, 0.70625]]"
eab8fa04-b334-44e5-867e-f36f2b9b1481,"[[0.314063, 0.49375, 0.284375, 0.734375], [0.671094, 0.460938, 0.326562, 0.7125]]"
eab95d6c-d32d-4506-a183-4531489c904b,"[[0.286719, 0.470313, 0.320312, 0.69375], [0.6875, 0.472656, 0.3625, 0.689063]]"
eabe39ed-472d-4eb2-a037-435abcaf2373,"[[0.35625, 0.457031, 0.3375, 0.657813], [0.701562, 0.535937, 0.2375, 0.83125]]"
eac550ba-b757-479f-85fb-5534e0aecc2c,"[[0.24375, 0.371875, 0.375, 0.571875], [0.7, 0.367188, 0.4125, 0.54375]]"
eac82528-e9ed-4e00-95ba-9d8f0af55596,"[[0.275, 0.435937, 0.4, 0.675], [0.730469, 0.392188, 0.373437, 0.6625]]"
eacc422e-0f30-4176-93f6-e8d5e1c91fbe,"[[0.4, 0.428125, 0.33125, 0.671875], [0.790625, 0.464844, 0.325, 0.782813]]"
ead9646b-d109-4ac6-b4f7-340fca8a274b,"[[0.305469, 0.353125, 0.335938, 0.49375], [0.695312, 0.371875, 0.346875, 0.509375]]"
eadd617b-818b-4692-8c47-13ea979ad296,"[[0.298438, 0.448437, 0.346875, 0.76875], [0.650781, 0.484375, 0.251563, 0.83125]]"
eadd770e-f476-4472-aad5-bc6dd92c5e02,"[[0.257031, 0.489063, 0.379688, 0.715625], [0.726562, 0.4625, 0.409375, 0.721875]]"
eae2ac78-a276-48a5-8d15-1d2c89f10ea4,"[[0.284375, 0.38125, 0.334375, 0.5375], [0.716406, 0.479687, 0.351562, 0.75625]]"
eae9deb3-2bf7-4e52-aa43-e36b60cc676a,"[[0.270313, 0.397656, 0.409375, 0.639062], [0.739844, 0.417187, 0.382812, 0.6875]]"
eaeb935a-7294-4dd3-8bf5-73ba781d28af,"[[0.258594, 0.466406, 0.423438, 0.648438], [0.696875, 0.467187, 0.38125, 0.659375]]"
eaefa668-e01c-4729-8c02-56dd413c6f1e,"[[0.298438, 0.479687, 0.409375, 0.709375], [0.739062, 0.492969, 0.346875, 0.723437]]"
eb0461f9-6255-4af8-9d71-0707e043e384,"[[0.232031, 0.49375, 0.401562, 0.85], [0.69375, 0.485938, 0.409375, 0.859375]]"
eb056e61-98f0-418d-a5e9-b82bd8d2db93,"[[0.271094, 0.471094, 0.332813, 0.751563], [0.695312, 0.469531, 0.334375, 0.742188]]"
eb063533-8cc2-49d9-bf1f-0aa07b26dfd2,"[[0.227344, 0.435156, 0.385937, 0.626563], [0.657031, 0.440625, 0.351562, 0.603125]]"
eb10b4ff-6458-48da-b431-a3051604527b,"[[0.288281, 0.45625, 0.367188, 0.596875], [0.710938, 0.445312, 0.371875, 0.54375]]"
eb113a51-ca16-4ef9-84bd-5b4c7edd4129,"[[0.3125, 0.464062, 0.3875, 0.56875], [0.7625, 0.514062, 0.375, 0.675]]"
eb1bddf9-083d-4349-9392-f17ef4d6c0b8,"[[0.277344, 0.415625, 0.357812, 0.55], [0.665625, 0.425, 0.31875, 0.590625]]"
eb204e91-d4b0-4a18-99dc-ce0b2decc6c9,"[[0.292187, 0.526563, 0.371875, 0.75625], [0.722656, 0.510156, 0.332813, 0.748437]]"
eb258f84-16e6-4927-8383-c576e8e242d3,"[[0.278125, 0.48125, 0.390625, 0.890625], [0.714844, 0.485938, 0.314063, 0.85625]]"
eb3815c3-783c-47a9-a9f9-2e168f6c0e4a,"[[0.266406, 0.526563, 0.420312, 0.63125], [0.728906, 0.5375, 0.379688, 0.678125]]"
eb3aff4d-df68-4d3e-a858-e8a28df962ca,"[[0.34375, 0.417187, 0.30625, 0.70625], [0.733594, 0.43125, 0.307812, 0.721875]]"
eb4e6b74-352a-4631-9456-d848c2232440,"[[0.317188, 0.589844, 0.165625, 0.479687], [0.5625, 0.5375, 0.21875, 0.415625]]"
eb556a63-312f-4728-8f69-c473734dbaa8,"[[0.339844, 0.448437, 0.329688, 0.59375], [0.753906, 0.45625, 0.348438, 0.603125]]"
eb55e5c1-0065-4478-960d-fdd19793fb96,"[[0.298438, 0.483594, 0.409375, 0.723437], [0.748437, 0.447656, 0.35, 0.735938]]"
eb62badd-0421-432b-a6da-b5d6d5535be8,"[[0.314063, 0.505469, 0.315625, 0.807813], [0.684375, 0.490625, 0.2875, 0.78125]]"
eb66853e-146b-467b-8d22-0ad88ec54d3e,"[[0.322656, 0.41875, 0.307812, 0.703125], [0.682813, 0.439063, 0.309375, 0.740625]]"
eb70a981-bed1-4bf4-835c-0b7e9b2b536d,"[[0.270313, 0.513281, 0.303125, 0.857812], [0.621875, 0.508594, 0.3, 0.835938]]"
eb7175ea-b0e9-413b-ac37-169e9d45adf0,"[[0.31875, 0.435156, 0.375, 0.598437], [0.725, 0.4375, 0.325, 0.6125]]"
eb723a10-21f3-41dc-92bd-7bf9540798e2,"[[0.276562, 0.329688, 0.334375, 0.478125], [0.65, 0.359375, 0.346875, 0.528125]]"
eb737f0a-3419-496b-9f43-5b685ed17ebc,"[[0.316406, 0.322656, 0.314063, 0.426563], [0.705469, 0.314063, 0.364063, 0.41875]]"
eb7aa38d-ba9a-4e37-a689-27af5e82c052,"[[0.288281, 0.461719, 0.345313, 0.710938], [0.660937, 0.4625, 0.3125, 0.746875]]"
eb7b6b57-5df6-4aa1-9d83-bb6c3d893d17,"[[0.308594, 0.386719, 0.320312, 0.592187], [0.671875, 0.428125, 0.315625, 0.678125]]"
eb81f32a-2e1b-4552-9ef6-98055b4ac687,"[[0.316406, 0.469531, 0.389062, 0.917188], [0.713281, 0.496094, 0.310937, 0.942187]]"
eb832732-4c11-4126-bb10-f95eb61608bc,"[[0.327344, 0.435937, 0.345313, 0.6875], [0.722656, 0.445312, 0.329688, 0.69375]]"
eb8665d9-57d7-409a-a20d-51d0a7767adf,"[[0.288281, 0.441406, 0.417187, 0.620313], [0.754687, 0.414844, 0.371875, 0.592187]]"
eb8ef9d5-adbc-40b9-b1a7-4d652eb95e27,"[[0.270313, 0.372656, 0.390625, 0.657813], [0.682813, 0.407031, 0.346875, 0.695312]]"
eb91f1aa-7549-4d6e-be14-5d6ae0eb85cf,"[[0.290625, 0.421875, 0.4, 0.678125], [0.71875, 0.428125, 0.4125, 0.709375]]"
eb924c6c-5e1a-4bb1-b9ac-2d28904ecd5a,"[[0.253906, 0.446875, 0.435937, 0.628125], [0.684375, 0.480469, 0.36875, 0.689063]]"
eb95bd9c-4352-4a34-8f47-3c57db6998ce,"[[0.282813, 0.4875, 0.409375, 0.828125], [0.713281, 0.523438, 0.339062, 0.875]]"
eb96af9f-72a4-47cd-bb60-84450b69eefd,"[[0.313281, 0.4375, 0.342187, 0.53125], [0.688281, 0.478125, 0.292187, 0.60625]]"
ebb499bb-0329-46f3-b862-3901b992d144,"[[0.267969, 0.4375, 0.326562, 0.646875], [0.667188, 0.425781, 0.296875, 0.648438]]"
ebd50daa-0332-4674-8cdf-fa02e558fd20,"[[0.255469, 0.521875, 0.426563, 0.734375], [0.7125, 0.5125, 0.390625, 0.709375]]"
ebdfdc15-363d-4728-a9bc-a5bddf274dd3,"[[0.264062, 0.429688, 0.346875, 0.665625], [0.661719, 0.421094, 0.326562, 0.682813]]"
ebe503ec-466d-4327-8a8a-e8ce9ffbafb7,"[[0.246094, 0.55, 0.432812, 0.746875], [0.729688, 0.554688, 0.38125, 0.765625]]"
ebf19d5c-7a4e-4192-8cc7-2bb14f20e48a,"[[0.26875, 0.375781, 0.39375, 0.576562], [0.703906, 0.413281, 0.320312, 0.651563]]"
ebf780fa-3677-4611-a7a1-3b26386564d0,"[[0.34375, 0.438281, 0.315625, 0.692187], [0.714844, 0.401562, 0.307812, 0.625]]"
ebfea9ab-3d53-4994-bec1-f76a7eadda3c,"[[0.341406, 0.505469, 0.276562, 0.704688], [0.7, 0.482031, 0.3375, 0.754687]]"
ebff87ba-651f-4e06-999a-db31cf5181b8,"[[0.310156, 0.410156, 0.423438, 0.757812], [0.766406, 0.439063, 0.292187, 0.8]]"
ebffc558-8f27-4863-b797-5dd71a9118e0,"[[0.236719, 0.511719, 0.373437, 0.785937], [0.685937, 0.504687, 0.40625, 0.75625]]"
ec00dc74-d8c5-4044-bb7c-61ce11615e96,"[[0.277344, 0.379688, 0.379688, 0.575], [0.710938, 0.3625, 0.353125, 0.575]]"
ec0492da-e6be-49cf-8b18-dc143180f1a2,"[[0.320312, 0.457813, 0.33125, 0.875], [0.695312, 0.490625, 0.284375, 0.940625]]"
ec275056-a320-4a18-91ed-bb780e814bee,"[[0.303906, 0.4875, 0.314063, 0.784375], [0.703125, 0.488281, 0.30625, 0.789062]]"
ec2c0f94-df7e-4de8-83e3-4ee9574c06b4,"[[0.319531, 0.453906, 0.307812, 0.764062], [0.722656, 0.482812, 0.351562, 0.81875]]"
ec31cf94-fcab-430b-af91-c7dc400f2a5a,"[[0.255469, 0.396875, 0.385937, 0.603125], [0.723437, 0.374219, 0.409375, 0.570312]]"
ec34aed1-86f5-4426-b68e-2fd5e95482b0,"[[0.285156, 0.5125, 0.354687, 0.659375], [0.714063, 0.505469, 0.353125, 0.704688]]"
ec3697bd-184e-44ba-9688-ff8d5fbf9bbc,"[[0.285156, 0.49375, 0.329688, 0.740625], [0.697656, 0.484375, 0.332813, 0.78125]]"
ec3a11c0-b993-47e4-a658-e6dc1d339db1,"[[0.296875, 0.486719, 0.35625, 0.760938], [0.703125, 0.486719, 0.30625, 0.779687]]"
ec3bdec5-13df-49c0-862a-c8dd8124bfce,"[[0.278906, 0.448437, 0.367188, 0.74375], [0.696875, 0.478125, 0.3375, 0.790625]]"
ec416f17-0ce2-4846-851e-cc5c2a6a49bb,"[[0.36875, 0.417187, 0.29375, 0.59375], [0.717969, 0.416406, 0.329688, 0.639062]]"
ec55b806-a4c8-4738-990b-aac0fd1bbecf,"[[0.333594, 0.466406, 0.354687, 0.801562], [0.747656, 0.475781, 0.329688, 0.842187]]"
